0.90,0.90,0.90
0.86,0.95,0.86
0.88,0.92,0.88
0.90,0.90,0.90
0.95,0.86,0.95
0.96,0.84,0.96
1.00,0.80,1.00
0.93,0.87,0.93
0.90,0.90,0.90
0.87,0.93,0.87
0.90,0.81,0.90
0.86,0.63,0.54
0.88,0.45,0.27
0.90,0.81,0.72
0.95,0.86,0.95
0.96,0.84,0.96
1.00,0.80,1.00
0.93,0.87,0.93
0.90,0.90,0.90
0.87,0.93,0.87
