0,0.85,0.892541959,0.96,1.008047389
0.166666667,0.83,0.881618767,0.94,0.998459809
0.333333333,0.81,0.86320505,0.92,0.980430428
0.5,0.79,0.840658026,0.905363019,0.963418593
0.666666667,0.773196832,0.820378999,0.895,0.949614864
0.833333333,0.764549629,0.811759649,0.889869245,0.944817601
1,0.755902427,0.803689043,0.882411859,0.938196145
1.166666667,0.747255224,0.793994357,0.876294049,0.93110427
1.333333333,0.738883506,0.785124295,0.870835047,0.925333624
1.5,0.732806444,0.77862005,0.865376046,0.919477641
1.666666667,0.726729382,0.772032768,0.859571678,0.913156284
1.833333333,0.72065232,0.765198097,0.853605769,0.906369815
2,0.714575258,0.757993764,0.84763986,0.899143542
2.166666667,0.710977875,0.754000942,0.841928904,0.892876148
2.333333333,0.707663114,0.749722499,0.837509713,0.887286426
2.5,0.704348353,0.744890242,0.833090521,0.881042736
2.666666667,0.701033592,0.739588706,0.828671329,0.874246203
2.833333333,0.700380195,0.738296506,0.825551899,0.8702446
3,0.700932655,0.73957185,0.822432469,0.86776939
3.166666667,0.701485115,0.738862968,0.819339652,0.862997253
3.333333333,0.702037575,0.738694627,0.818641884,0.861387457
3.5,0.703836748,0.738743592,0.817944117,0.858510126
3.666666667,0.706993663,0.740134395,0.81724635,0.85555524
3.833333333,0.710150578,0.740905099,0.815400509,0.850713093
4,0.713307494,0.741675505,0.81299004,0.845322394
4.166666667,0.722102566,0.748251085,0.810579572,0.839931988
4.333333333,0.732348191,0.756278557,0.808169104,0.83457701
4.5,0.742593816,0.763165565,0.801710009,0.823919428
4.666666667,0.752839441,0.768955242,0.794252622,0.811254943
4.833333333,0.763207786,0.775126512,0.786795236,0.799082319
5,0.773584429,0.782517246,0.785333088,0.79440157
5.166666667,0.783961072,0.788962626,0.783937554,0.788938958
5.333333333,0.794337715,0.789193599,0.782542019,0.777474292
5.5,0.804822755,0.789427386,0.783006346,0.7680283
5.666666667,0.815319498,0.789800314,0.784479409,0.759925508
5.833333333,0.825816241,0.789724964,0.785952473,0.751603392
6,0.836312984,0.789487609,0.7908611,0.746580588
6.166666667,0.847525559,0.790409499,0.799439531,0.745564063
6.333333333,0.859055162,0.793768671,0.808017962,0.746610197
6.5,0.870584766,0.80402547,0.82092747,0.758164651
6.666666667,0.882114369,0.813983305,0.8382643,0.773520044
6.833333333,0.894783592,0.823052656,0.854933955,0.786397592
7,0.908042636,0.831591432,0.869075369,0.795904952
7.166666667,0.92130168,0.838827219,0.883216783,0.804151663
7.333333333,0.934560724,0.846064226,0.900009713,0.814784959
7.5,0.947138923,0.86198054,0.918791278,0.836181666
7.666666667,0.959700122,0.876441815,0.935383244,0.854234536
7.833333333,0.972261322,0.88829204,0.949420677,0.867424026
8,0.984560724,0.902856181,0.963458111,0.883504785
8.166666667,0.996714847,0.917843383,0.976758536,0.899466244
8.333333333,1.008868971,0.92920021,0.989236254,0.911117857
8.5,1.021023094,0.944610414,1.001713972,0.926746373
8.666666667,1.031406584,0.959757633,1.013060469,0.942685972
8.833333333,1.039477306,0.971995276,1.023198615,0.956773384
9,1.047548028,0.982027724,1.033336761,0.968705319
9.166666667,1.055618751,0.993251784,1.042602135,0.981004202
